1D;2D;3D;4D
303;5;10;33
305;38;16;49
264;91;77;72
294;39;76;42
252;36;12;56
253;57;38;10
256;11;4;26
306;90;15;96
267;73;10;97
306;25;64;54
306;9;45;68
315;12;40;47
327;1;90;67
254;7;45;62
307;88;24;73
303;3;61;68
269;9;68;31
266;61;73;15
268;49;83;42
307;44;24;18
264;33;78;45
339;94;55;91
290;92;55;16
293;56;84;27
328;57;8;25
350;8;89;23
325;45;88;91
298;58;52;87
348;45;46;22
341;69;11;11
332;64;3;82
259;50;31;58
291;2;28;89
340;76;77;52
285;69;95;45
341;23;68;91
271;33;7;48
345;41;21;33
292;18;36;66
256;7;54;11
309;56;78;65
265;56;62;7
279;3;23;16
321;85;54;23
285;4;97;5
261;92;72;42
335;69;22;82
284;42;53;72
278;88;39;18
306;55;41;57
293;89;48;15
317;79;54;90
322;15;38;43
313;78;8;96
258;55;95;9
268;59;64;85
339;22;58;89
285;95;1;98
323;56;20;93
293;63;77;59
341;63;49;16
347;26;12;26
282;93;2;81
322;2;82;89
264;29;3;45
272;17;63;2
254;33;64;54
300;75;94;22
326;22;20;90
270;47;42;13
271;30;13;18
313;40;40;22
298;26;75;7
303;88;86;41
274;20;44;47
337;70;97;96
283;7;27;45
258;13;29;56
286;39;98;16
316;23;79;99
310;97;31;56
273;44;19;48
306;96;93;96
323;27;25;86
302;22;55;16
255;78;35;24
256;4;39;32
261;100;68;32
281;54;49;23
345;77;11;17
315;37;21;75
256;16;96;1
305;23;21;9
347;72;55;23
280;86;99;21
318;13;31;41
268;40;45;3
250;11;75;55
338;48;98;73
340;34;72;1
252;71;83;96
300;96;29;93
326;46;85;39
308;17;82;36
276;40;78;11
322;85;12;31
323;55;56;7
313;78;85;28
308;57;76;83
284;65;62;78
267;22;92;92
315;38;67;6
274;47;81;11
309;57;24;15
339;22;5;4
264;21;30;34
269;84;43;60
291;59;36;47
323;71;73;21
314;61;12;51
291;87;30;43
331;27;55;77
256;60;89;97
317;86;55;26
259;28;79;48
306;37;27;1
278;59;50;71
328;23;35;12
294;13;59;84
319;34;10;30
301;96;12;92
286;6;64;15
300;58;67;58
322;22;81;22
306;50;7;56
338;66;89;78
294;88;90;72
297;71;59;52
316;87;74;89
290;20;95;80
318;53;17;28
350;73;90;38
295;67;41;95
340;10;65;18
345;80;90;58
263;19;51;32
254;16;52;66
314;80;9;64
267;49;43;32
319;68;74;50
322;68;2;7
347;65;19;41
282;93;47;61
281;92;55;24
272;12;11;11
303;67;100;32
314;2;96;90
295;72;24;8
341;17;58;61
339;64;8;42
261;90;66;89
313;43;11;4
296;96;49;4
280;56;69;64
303;42;23;57
263;28;96;7
323;31;13;88
285;79;57;90
339;79;54;73
347;29;43;66
284;97;45;18
320;8;12;22
272;36;27;31
334;21;71;92
325;18;34;16
325;10;73;51
259;87;45;57
311;91;78;43
281;83;83;25
312;85;60;40
280;31;79;27
257;26;43;90
275;73;47;63
334;44;92;48
342;5;34;15
314;86;67;40
274;21;67;47
321;61;32;31
305;33;30;50
338;33;89;42
298;48;39;20
294;38;17;75
285;45;47;77
328;68;87;20
304;13;21;34
349;7;4;14
258;66;33;6
253;7;81;21
264;26;44;61
297;32;26;13
346;11;73;83
320;90;70;20
252;86;10;72
297;11;93;13
330;53;4;96
307;4;59;62
