fajl;algoritmus;tipus;sulyozas;ladak_szama;futasi_ido_sec
class1\4d_class1_1000_03.csv;dot_product2;lada;exponential;678;7.3829
class1\4d_class1_1000_03.csv;dot_product2;lada;reciprocal_average;678;7.3588
class1\4d_class1_1000_03.csv;l2_norm_of_slacks;lada;average;671;5.0649
class1\4d_class1_1000_03.csv;l2_norm_of_slacks;lada;exponential;670;5.2905
class1\4d_class1_1000_03.csv;l2_norm_of_slacks;lada;reciprocal_average;671;5.3093
class1\4d_class1_1000_04.csv;FFD_sum;elem;nincs;648;0.3681
class1\4d_class1_1000_04.csv;FFD_prod;elem;nincs;648;0.3705
class1\4d_class1_1000_04.csv;FFD_avg;elem;nincs;648;0.3911
class1\4d_class1_1000_04.csv;FFD_sum;lada;nincs;648;0.3823
class1\4d_class1_1000_04.csv;FFD_prod;lada;nincs;648;0.379
class1\4d_class1_1000_04.csv;FFD_avg;lada;nincs;648;0.4097
class1\4d_class1_1000_04.csv;dot_product1;lada;average;650;5.1245
class1\4d_class1_1000_04.csv;dot_product1;lada;exponential;650;5.1837
class1\4d_class1_1000_04.csv;dot_product1;lada;reciprocal_average;650;5.2639
class1\4d_class1_1000_04.csv;dot_product2;lada;average;664;7.2615
class1\4d_class1_1000_04.csv;dot_product2;lada;exponential;668;7.7488
class1\4d_class1_1000_04.csv;dot_product2;lada;reciprocal_average;662;8.0875
class1\4d_class1_1000_04.csv;l2_norm_of_slacks;lada;average;655;5.3388
class1\4d_class1_1000_04.csv;l2_norm_of_slacks;lada;exponential;654;5.231
class1\4d_class1_1000_04.csv;l2_norm_of_slacks;lada;reciprocal_average;654;5.2028
class1\4d_class1_100_01.csv;FFD_sum;elem;nincs;76;0.0049
class1\4d_class1_100_01.csv;FFD_prod;elem;nincs;76;0.0049
class1\4d_class1_100_01.csv;FFD_avg;elem;nincs;76;0.0047
class1\4d_class1_100_01.csv;FFD_sum;lada;nincs;76;0.0047
class1\4d_class1_100_01.csv;FFD_prod;lada;nincs;76;0.0048
class1\4d_class1_100_01.csv;FFD_avg;lada;nincs;76;0.0046
class1\4d_class1_100_01.csv;dot_product1;lada;average;76;0.0562
class1\4d_class1_100_01.csv;dot_product1;lada;exponential;76;0.0567
class1\4d_class1_100_01.csv;dot_product1;lada;reciprocal_average;76;0.0579
class1\4d_class1_100_01.csv;dot_product2;lada;average;78;0.0823
class1\4d_class1_100_01.csv;dot_product2;lada;exponential;77;0.0905
class1\4d_class1_100_01.csv;dot_product2;lada;reciprocal_average;76;0.0943
class1\4d_class1_100_01.csv;l2_norm_of_slacks;lada;average;76;0.0616
class1\4d_class1_100_01.csv;l2_norm_of_slacks;lada;exponential;76;0.0599
class1\4d_class1_100_01.csv;l2_norm_of_slacks;lada;reciprocal_average;76;0.0626
class1\4d_class1_100_02.csv;FFD_sum;elem;nincs;71;0.0041
class1\4d_class1_100_02.csv;FFD_prod;elem;nincs;72;0.0048
class1\4d_class1_100_02.csv;FFD_avg;elem;nincs;71;0.0042
class1\4d_class1_100_02.csv;FFD_sum;lada;nincs;71;0.0042
class1\4d_class1_100_02.csv;FFD_prod;lada;nincs;72;0.0044
class1\4d_class1_100_02.csv;FFD_avg;lada;nincs;71;0.0046
class1\4d_class1_100_02.csv;dot_product1;lada;average;72;0.0559
class1\4d_class1_100_02.csv;dot_product1;lada;exponential;72;0.0558
class1\4d_class1_100_02.csv;dot_product1;lada;reciprocal_average;72;0.0578
class1\4d_class1_100_02.csv;dot_product2;lada;average;73;0.0806
class1\4d_class1_100_02.csv;dot_product2;lada;exponential;72;0.0789
class1\4d_class1_100_02.csv;dot_product2;lada;reciprocal_average;72;0.0814
class1\4d_class1_100_02.csv;l2_norm_of_slacks;lada;average;71;0.0558
class1\4d_class1_100_02.csv;l2_norm_of_slacks;lada;exponential;72;0.0562
class1\4d_class1_100_02.csv;l2_norm_of_slacks;lada;reciprocal_average;71;0.0577
class1\4d_class1_100_03.csv;FFD_sum;elem;nincs;78;0.0043
class1\4d_class1_100_03.csv;FFD_prod;elem;nincs;78;0.0047
class1\4d_class1_100_03.csv;FFD_avg;elem;nincs;78;0.0045
class1\4d_class1_100_03.csv;FFD_sum;lada;nincs;78;0.0045
class1\4d_class1_100_03.csv;FFD_prod;lada;nincs;78;0.0049
class1\4d_class1_100_03.csv;FFD_avg;lada;nincs;78;0.0047
class1\4d_class1_100_03.csv;dot_product1;lada;average;78;0.0586
class1\4d_class1_100_03.csv;dot_product1;lada;exponential;79;0.0594
class1\4d_class1_100_03.csv;dot_product1;lada;reciprocal_average;78;0.067
class1\4d_class1_100_03.csv;dot_product2;lada;average;79;0.0856
class1\4d_class1_100_03.csv;dot_product2;lada;exponential;80;0.0872
class1\4d_class1_100_03.csv;dot_product2;lada;reciprocal_average;79;0.0906
class1\4d_class1_100_03.csv;l2_norm_of_slacks;lada;average;78;0.0627
class1\4d_class1_100_03.csv;l2_norm_of_slacks;lada;exponential;79;0.0643
class1\4d_class1_100_03.csv;l2_norm_of_slacks;lada;reciprocal_average;79;0.065
class1\4d_class1_100_04.csv;FFD_sum;elem;nincs;79;0.0045
class1\4d_class1_100_04.csv;FFD_prod;elem;nincs;78;0.0047
class1\4d_class1_100_04.csv;FFD_avg;elem;nincs;79;0.0049
class1\4d_class1_100_04.csv;FFD_sum;lada;nincs;79;0.0051
class1\4d_class1_100_04.csv;FFD_prod;lada;nincs;78;0.0054
class1\4d_class1_100_04.csv;FFD_avg;lada;nincs;79;0.005
class1\4d_class1_100_04.csv;dot_product1;lada;average;80;0.0697
class1\4d_class1_100_04.csv;dot_product1;lada;exponential;80;0.0712
class1\4d_class1_100_04.csv;dot_product1;lada;reciprocal_average;80;0.0661
class1\4d_class1_100_04.csv;dot_product2;lada;average;80;0.0871
class1\4d_class1_100_04.csv;dot_product2;lada;exponential;83;0.0912
class1\4d_class1_100_04.csv;dot_product2;lada;reciprocal_average;83;0.1005
class1\4d_class1_100_04.csv;l2_norm_of_slacks;lada;average;79;0.0693
class1\4d_class1_100_04.csv;l2_norm_of_slacks;lada;exponential;80;0.0664
class1\4d_class1_100_04.csv;l2_norm_of_slacks;lada;reciprocal_average;80;0.0689
class1\4d_class1_500_01.csv;FFD_sum;elem;nincs;328;0.0924
class1\4d_class1_500_01.csv;FFD_prod;elem;nincs;325;0.0934
class1\4d_class1_500_01.csv;FFD_avg;elem;nincs;328;0.0917
class1\4d_class1_500_01.csv;FFD_sum;lada;nincs;328;0.0976
class1\4d_class1_500_01.csv;FFD_prod;lada;nincs;325;0.0938
class1\4d_class1_500_01.csv;FFD_avg;lada;nincs;328;0.0947
class1\4d_class1_500_01.csv;dot_product1;lada;average;326;1.3791
class1\4d_class1_500_01.csv;dot_product1;lada;exponential;327;1.2778
class1\4d_class1_500_01.csv;dot_product1;lada;reciprocal_average;326;1.291
class1\4d_class1_500_01.csv;dot_product2;lada;average;330;1.8536
class1\4d_class1_500_01.csv;dot_product2;lada;exponential;329;1.7601
class1\4d_class1_500_01.csv;dot_product2;lada;reciprocal_average;330;1.8284
class1\4d_class1_500_01.csv;l2_norm_of_slacks;lada;average;326;1.3113
class1\4d_class1_500_01.csv;l2_norm_of_slacks;lada;exponential;326;1.2424
class1\4d_class1_500_01.csv;l2_norm_of_slacks;lada;reciprocal_average;327;1.3675
class1\4d_class1_500_02.csv;FFD_sum;elem;nincs;335;0.1127
class1\4d_class1_500_02.csv;FFD_prod;elem;nincs;334;0.1041
class1\4d_class1_500_02.csv;FFD_avg;elem;nincs;335;0.1279
class1\4d_class1_500_02.csv;FFD_sum;lada;nincs;335;0.1316
class1\4d_class1_500_02.csv;FFD_prod;lada;nincs;334;0.1192
class1\4d_class1_500_02.csv;FFD_avg;lada;nincs;335;0.1272
class1\4d_class1_500_02.csv;dot_product1;lada;average;336;1.4237
class1\4d_class1_500_02.csv;dot_product1;lada;exponential;336;1.3238
class1\4d_class1_500_02.csv;dot_product1;lada;reciprocal_average;336;1.3928
class1\4d_class1_500_02.csv;dot_product2;lada;average;342;2.007
class1\4d_class1_500_02.csv;dot_product2;lada;exponential;341;1.9578
class1\4d_class1_500_02.csv;dot_product2;lada;reciprocal_average;341;1.9187
class1\4d_class1_500_02.csv;l2_norm_of_slacks;lada;average;336;1.3517
class1\4d_class1_500_02.csv;l2_norm_of_slacks;lada;exponential;336;1.3879
class1\4d_class1_500_02.csv;l2_norm_of_slacks;lada;reciprocal_average;336;1.4854
class1\4d_class1_500_03.csv;FFD_sum;elem;nincs;359;0.1215
class1\4d_class1_500_03.csv;FFD_prod;elem;nincs;362;0.1106
class1\4d_class1_500_03.csv;FFD_avg;elem;nincs;359;0.1067
class1\4d_class1_500_03.csv;FFD_sum;lada;nincs;359;0.1139
class1\4d_class1_500_03.csv;FFD_prod;lada;nincs;362;0.1068
class1\4d_class1_500_03.csv;FFD_avg;lada;nincs;359;0.1245
class1\4d_class1_500_03.csv;dot_product1;lada;average;360;1.4771
class1\4d_class1_500_03.csv;dot_product1;lada;exponential;360;1.4703
class1\4d_class1_500_03.csv;dot_product1;lada;reciprocal_average;359;1.4067
class1\4d_class1_500_03.csv;dot_product2;lada;average;366;1.9916
class1\4d_class1_500_03.csv;dot_product2;lada;exponential;366;2.0231
class1\4d_class1_500_03.csv;dot_product2;lada;reciprocal_average;364;2.0367
class1\4d_class1_500_03.csv;l2_norm_of_slacks;lada;average;362;1.4047
class1\4d_class1_500_03.csv;l2_norm_of_slacks;lada;exponential;362;1.3833
class1\4d_class1_500_03.csv;l2_norm_of_slacks;lada;reciprocal_average;363;1.3966
class1\4d_class1_500_04.csv;FFD_sum;elem;nincs;343;0.1069
class1\4d_class1_500_04.csv;FFD_prod;elem;nincs;342;0.1005
class1\4d_class1_500_04.csv;FFD_avg;elem;nincs;343;0.0999
class1\4d_class1_500_04.csv;FFD_sum;lada;nincs;343;0.0997
class1\4d_class1_500_04.csv;FFD_prod;lada;nincs;342;0.1009
class1\4d_class1_500_04.csv;FFD_avg;lada;nincs;343;0.1004
class1\4d_class1_500_04.csv;dot_product1;lada;average;344;1.363
class1\4d_class1_500_04.csv;dot_product1;lada;exponential;343;1.3844
class1\4d_class1_500_04.csv;dot_product1;lada;reciprocal_average;344;1.3093
class1\4d_class1_500_04.csv;dot_product2;lada;average;348;1.9297
class1\4d_class1_500_04.csv;dot_product2;lada;exponential;348;1.8857
class1\4d_class1_500_04.csv;dot_product2;lada;reciprocal_average;349;1.9504
class1\4d_class1_500_04.csv;l2_norm_of_slacks;lada;average;345;1.32
class1\4d_class1_500_04.csv;l2_norm_of_slacks;lada;exponential;346;1.3354
class1\4d_class1_500_04.csv;l2_norm_of_slacks;lada;reciprocal_average;343;1.3355
class2\4d_class2_1000_01.csv;FFD_sum;elem;nincs;287;0.1688
class2\4d_class2_1000_01.csv;FFD_prod;elem;nincs;288;0.1845
class2\4d_class2_1000_01.csv;FFD_avg;elem;nincs;287;0.1716
class2\4d_class2_1000_01.csv;FFD_sum;lada;nincs;287;0.1781
class2\4d_class2_1000_01.csv;FFD_prod;lada;nincs;288;0.1706
class2\4d_class2_1000_01.csv;FFD_avg;lada;nincs;287;0.1741
class2\4d_class2_1000_01.csv;dot_product1;lada;average;268;5.6085
class2\4d_class2_1000_01.csv;dot_product1;lada;exponential;268;5.6088
class2\4d_class2_1000_01.csv;dot_product1;lada;reciprocal_average;269;6.6617
class2\4d_class2_1000_01.csv;dot_product2;lada;average;276;10.7989
class2\4d_class2_1000_01.csv;dot_product2;lada;exponential;276;11.3559
class2\4d_class2_1000_01.csv;dot_product2;lada;reciprocal_average;273;11.0177
class2\4d_class2_1000_01.csv;l2_norm_of_slacks;lada;average;267;7.097
class2\4d_class2_1000_01.csv;l2_norm_of_slacks;lada;exponential;267;7.4636
class2\4d_class2_1000_01.csv;l2_norm_of_slacks;lada;reciprocal_average;266;7.3425
class2\4d_class2_1000_02.csv;FFD_sum;elem;nincs;293;0.2052
class2\4d_class2_1000_02.csv;FFD_prod;elem;nincs;293;0.2421
class2\4d_class2_1000_02.csv;FFD_avg;elem;nincs;293;0.2085
class2\4d_class2_1000_02.csv;FFD_sum;lada;nincs;293;0.2366
class2\4d_class2_1000_02.csv;FFD_prod;lada;nincs;293;0.2206
class2\4d_class2_1000_02.csv;FFD_avg;lada;nincs;293;0.2192
class2\4d_class2_1000_02.csv;dot_product1;lada;average;275;7.3806
class2\4d_class2_1000_02.csv;dot_product1;lada;exponential;275;7.2864
class2\4d_class2_1000_02.csv;dot_product1;lada;reciprocal_average;276;7.5598
class2\4d_class2_1000_02.csv;dot_product2;lada;average;282;11.226
class2\4d_class2_1000_02.csv;dot_product2;lada;exponential;283;11.4311
class2\4d_class2_1000_02.csv;dot_product2;lada;reciprocal_average;281;11.6151
class2\4d_class2_1000_02.csv;l2_norm_of_slacks;lada;average;274;7.4335
class2\4d_class2_1000_02.csv;l2_norm_of_slacks;lada;exponential;274;7.4276
class2\4d_class2_1000_02.csv;l2_norm_of_slacks;lada;reciprocal_average;274;7.5068
class2\4d_class2_1000_03.csv;FFD_sum;elem;nincs;288;0.2488
class2\4d_class2_1000_03.csv;FFD_prod;elem;nincs;292;0.2587
class2\4d_class2_1000_03.csv;FFD_avg;elem;nincs;288;0.2671
class2\4d_class2_1000_03.csv;FFD_sum;lada;nincs;288;0.2409
class2\4d_class2_1000_03.csv;FFD_prod;lada;nincs;292;0.2489
class2\4d_class2_1000_03.csv;FFD_avg;lada;nincs;288;0.2338
class2\4d_class2_1000_03.csv;dot_product1;lada;average;274;7.7353
class2\4d_class2_1000_03.csv;dot_product1;lada;exponential;274;7.5321
class2\4d_class2_1000_03.csv;dot_product1;lada;reciprocal_average;274;7.449
class2\4d_class2_1000_03.csv;dot_product2;lada;average;282;11.7376
class2\4d_class2_1000_03.csv;dot_product2;lada;exponential;280;11.3885
class2\4d_class2_1000_03.csv;dot_product2;lada;reciprocal_average;281;11.4041
class2\4d_class2_1000_03.csv;l2_norm_of_slacks;lada;average;274;9.3044
class2\4d_class2_1000_03.csv;l2_norm_of_slacks;lada;exponential;273;8.3926
class2\4d_class2_1000_03.csv;l2_norm_of_slacks;lada;reciprocal_average;273;7.7131
class2\4d_class2_1000_04.csv;FFD_sum;elem;nincs;288;0.2288
class2\4d_class2_1000_04.csv;FFD_prod;elem;nincs;289;0.213
class2\4d_class2_1000_04.csv;FFD_avg;elem;nincs;288;0.2095
class2\4d_class2_1000_04.csv;FFD_sum;lada;nincs;288;0.1853
class2\4d_class2_1000_04.csv;FFD_prod;lada;nincs;289;0.2141
class2\4d_class2_1000_04.csv;FFD_avg;lada;nincs;288;0.2132
class2\4d_class2_1000_04.csv;dot_product1;lada;average;271;8.9477
class2\4d_class2_1000_04.csv;dot_product1;lada;exponential;270;8.3554
class2\4d_class2_1000_04.csv;dot_product1;lada;reciprocal_average;269;7.7692
class2\4d_class2_1000_04.csv;dot_product2;lada;average;277;11.4032
class2\4d_class2_1000_04.csv;dot_product2;lada;exponential;278;11.5113
class2\4d_class2_1000_04.csv;dot_product2;lada;reciprocal_average;279;11.5328
class2\4d_class2_1000_04.csv;l2_norm_of_slacks;lada;average;270;7.7633
class2\4d_class2_1000_04.csv;l2_norm_of_slacks;lada;exponential;271;9.1201
class2\4d_class2_1000_04.csv;l2_norm_of_slacks;lada;reciprocal_average;270;7.5031
class2\4d_class2_100_01.csv;FFD_sum;elem;nincs;30;0.0051
class2\4d_class2_100_01.csv;FFD_prod;elem;nincs;30;0.0037
class2\4d_class2_100_01.csv;FFD_avg;elem;nincs;30;0.0026
class2\4d_class2_100_01.csv;FFD_sum;lada;nincs;30;0.0025
class2\4d_class2_100_01.csv;FFD_prod;lada;nincs;30;0.0034
class2\4d_class2_100_01.csv;FFD_avg;lada;nincs;30;0.0029
class2\4d_class2_100_01.csv;dot_product1;lada;average;29;0.0669
class2\4d_class2_100_01.csv;dot_product1;lada;exponential;29;0.082
class2\4d_class2_100_01.csv;dot_product1;lada;reciprocal_average;29;0.0851
class2\4d_class2_100_01.csv;dot_product2;lada;average;31;0.1172
class2\4d_class2_100_01.csv;dot_product2;lada;exponential;31;0.1145
class2\4d_class2_100_01.csv;dot_product2;lada;reciprocal_average;31;0.129
class2\4d_class2_100_01.csv;l2_norm_of_slacks;lada;average;29;0.0818
class2\4d_class2_100_01.csv;l2_norm_of_slacks;lada;exponential;29;0.1042
class2\4d_class2_100_01.csv;l2_norm_of_slacks;lada;reciprocal_average;29;0.0962
class2\4d_class2_100_02.csv;FFD_sum;elem;nincs;31;0.0032
class2\4d_class2_100_02.csv;FFD_prod;elem;nincs;31;0.0037
class2\4d_class2_100_02.csv;FFD_avg;elem;nincs;31;0.0033
class2\4d_class2_100_02.csv;FFD_sum;lada;nincs;31;0.0031
class2\4d_class2_100_02.csv;FFD_prod;lada;nincs;31;0.0036
class2\4d_class2_100_02.csv;FFD_avg;lada;nincs;31;0.0032
class2\4d_class2_100_02.csv;dot_product1;lada;average;30;0.0899
class2\4d_class2_100_02.csv;dot_product1;lada;exponential;29;0.0682
class2\4d_class2_100_02.csv;dot_product1;lada;reciprocal_average;30;0.0864
class2\4d_class2_100_02.csv;dot_product2;lada;average;31;0.1247
class2\4d_class2_100_02.csv;dot_product2;lada;exponential;31;0.1394
class2\4d_class2_100_02.csv;dot_product2;lada;reciprocal_average;31;0.1301
class2\4d_class2_100_02.csv;l2_norm_of_slacks;lada;average;30;0.0846
class2\4d_class2_100_02.csv;l2_norm_of_slacks;lada;exponential;30;0.0937
class2\4d_class2_100_02.csv;l2_norm_of_slacks;lada;reciprocal_average;30;0.0867
class2\4d_class2_100_03.csv;FFD_sum;elem;nincs;29;0.0028
class2\4d_class2_100_03.csv;FFD_prod;elem;nincs;30;0.0032
class2\4d_class2_100_03.csv;FFD_avg;elem;nincs;29;0.0028
class2\4d_class2_100_03.csv;FFD_sum;lada;nincs;29;0.0028
class2\4d_class2_100_03.csv;FFD_prod;lada;nincs;30;0.0032
class2\4d_class2_100_03.csv;FFD_avg;lada;nincs;29;0.0027
class2\4d_class2_100_03.csv;dot_product1;lada;average;29;0.0743
class2\4d_class2_100_03.csv;dot_product1;lada;exponential;29;0.0795
class2\4d_class2_100_03.csv;dot_product1;lada;reciprocal_average;29;0.0822
class2\4d_class2_100_03.csv;dot_product2;lada;average;30;0.1124
class2\4d_class2_100_03.csv;dot_product2;lada;exponential;31;0.1137
class2\4d_class2_100_03.csv;dot_product2;lada;reciprocal_average;30;0.1253
class2\4d_class2_100_03.csv;l2_norm_of_slacks;lada;average;29;0.0832
class2\4d_class2_100_03.csv;l2_norm_of_slacks;lada;exponential;29;0.1001
class2\4d_class2_100_03.csv;l2_norm_of_slacks;lada;reciprocal_average;28;0.0869
class2\4d_class2_100_04.csv;FFD_sum;elem;nincs;30;0.003
class2\4d_class2_100_04.csv;FFD_prod;elem;nincs;31;0.0033
class2\4d_class2_100_04.csv;FFD_avg;elem;nincs;30;0.0028
class2\4d_class2_100_04.csv;FFD_sum;lada;nincs;30;0.0027
class2\4d_class2_100_04.csv;FFD_prod;lada;nincs;31;0.0032
class2\4d_class2_100_04.csv;FFD_avg;lada;nincs;30;0.0029
class2\4d_class2_100_04.csv;dot_product1;lada;average;30;0.0725
class2\4d_class2_100_04.csv;dot_product1;lada;exponential;30;0.0755
class2\4d_class2_100_04.csv;dot_product1;lada;reciprocal_average;30;0.0857
class2\4d_class2_100_04.csv;dot_product2;lada;average;32;0.1244
class2\4d_class2_100_04.csv;dot_product2;lada;exponential;33;0.1208
class2\4d_class2_100_04.csv;dot_product2;lada;reciprocal_average;32;0.1379
class2\4d_class2_100_04.csv;l2_norm_of_slacks;lada;average;30;0.0742
class2\4d_class2_100_04.csv;l2_norm_of_slacks;lada;exponential;30;0.0792
class2\4d_class2_100_04.csv;l2_norm_of_slacks;lada;reciprocal_average;30;0.0864
class2\4d_class2_500_01.csv;FFD_sum;elem;nincs;147;0.0563
class2\4d_class2_500_01.csv;FFD_prod;elem;nincs;148;0.0668
class2\4d_class2_500_01.csv;FFD_avg;elem;nincs;147;0.0615
class2\4d_class2_500_01.csv;FFD_sum;lada;nincs;147;0.0608
class2\4d_class2_500_01.csv;FFD_prod;lada;nincs;148;0.0611
class2\4d_class2_500_01.csv;FFD_avg;lada;nincs;147;0.0645
class2\4d_class2_500_01.csv;dot_product1;lada;average;140;1.7016
class2\4d_class2_500_01.csv;dot_product1;lada;exponential;140;1.8296
class2\4d_class2_500_01.csv;dot_product1;lada;reciprocal_average;140;2.0086
class2\4d_class2_500_01.csv;dot_product2;lada;average;145;2.9435
class2\4d_class2_500_01.csv;dot_product2;lada;exponential;145;596.6014
class2\4d_class2_500_01.csv;dot_product2;lada;reciprocal_average;145;39.9816
class2\4d_class2_500_01.csv;l2_norm_of_slacks;lada;average;140;1.5257
class2\4d_class2_500_01.csv;l2_norm_of_slacks;lada;exponential;139;1.7828
class2\4d_class2_500_01.csv;l2_norm_of_slacks;lada;reciprocal_average;140;1.6512
class2\4d_class2_500_02.csv;FFD_sum;elem;nincs;149;0.0448
class2\4d_class2_500_02.csv;FFD_prod;elem;nincs;147;0.0492
class2\4d_class2_500_02.csv;FFD_avg;elem;nincs;149;0.0433
class2\4d_class2_500_02.csv;FFD_sum;lada;nincs;149;0.0466
class2\4d_class2_500_02.csv;FFD_prod;lada;nincs;147;0.0489
class2\4d_class2_500_02.csv;FFD_avg;lada;nincs;149;0.0448
class2\4d_class2_500_02.csv;dot_product1;lada;average;141;1.6251
class2\4d_class2_500_02.csv;dot_product1;lada;exponential;140;1.6617
class2\4d_class2_500_02.csv;dot_product1;lada;reciprocal_average;140;1.6591
class2\4d_class2_500_02.csv;dot_product2;lada;average;147;2.1638
class2\4d_class2_500_02.csv;dot_product2;lada;exponential;146;2.1555
class2\4d_class2_500_02.csv;dot_product2;lada;reciprocal_average;144;2.1673
class2\4d_class2_500_02.csv;l2_norm_of_slacks;lada;average;140;1.453
class2\4d_class2_500_02.csv;l2_norm_of_slacks;lada;exponential;140;1.3644
class2\4d_class2_500_02.csv;l2_norm_of_slacks;lada;reciprocal_average;139;1.4692
class2\4d_class2_500_03.csv;FFD_sum;elem;nincs;146;0.0418
class2\4d_class2_500_03.csv;FFD_prod;elem;nincs;147;0.043
class2\4d_class2_500_03.csv;FFD_avg;elem;nincs;146;0.042
class2\4d_class2_500_03.csv;FFD_sum;lada;nincs;146;0.042
class2\4d_class2_500_03.csv;FFD_prod;lada;nincs;147;0.0435
class2\4d_class2_500_03.csv;FFD_avg;lada;nincs;146;0.0418
class2\4d_class2_500_03.csv;dot_product1;lada;average;138;1.3737
class2\4d_class2_500_03.csv;dot_product1;lada;exponential;137;1.4099
class2\4d_class2_500_03.csv;dot_product1;lada;reciprocal_average;137;1.3844
class2\4d_class2_500_03.csv;dot_product2;lada;average;144;2.1854
class2\4d_class2_500_03.csv;dot_product2;lada;exponential;143;2.1633
class2\4d_class2_500_03.csv;dot_product2;lada;reciprocal_average;141;2.1628
class2\4d_class2_500_03.csv;l2_norm_of_slacks;lada;average;138;1.4141
class2\4d_class2_500_03.csv;l2_norm_of_slacks;lada;exponential;139;1.518
class2\4d_class2_500_03.csv;l2_norm_of_slacks;lada;reciprocal_average;138;1.4874
class2\4d_class2_500_04.csv;FFD_sum;elem;nincs;148;0.0434
class2\4d_class2_500_04.csv;FFD_prod;elem;nincs;147;0.0485
class2\4d_class2_500_04.csv;FFD_avg;elem;nincs;148;0.0459
class2\4d_class2_500_04.csv;FFD_sum;lada;nincs;148;0.0456
class2\4d_class2_500_04.csv;FFD_prod;lada;nincs;147;0.0469
class2\4d_class2_500_04.csv;FFD_avg;lada;nincs;148;0.0454
class2\4d_class2_500_04.csv;dot_product1;lada;average;140;1.409
class2\4d_class2_500_04.csv;dot_product1;lada;exponential;140;1.4369
class2\4d_class2_500_04.csv;dot_product1;lada;reciprocal_average;140;1.4069
class2\4d_class2_500_04.csv;dot_product2;lada;average;146;2.3024
class2\4d_class2_500_04.csv;dot_product2;lada;exponential;148;2.2637
class2\4d_class2_500_04.csv;dot_product2;lada;reciprocal_average;147;2.2581
class2\4d_class2_500_04.csv;l2_norm_of_slacks;lada;average;140;1.4416
class2\4d_class2_500_04.csv;l2_norm_of_slacks;lada;exponential;140;1.4514
class2\4d_class2_500_04.csv;l2_norm_of_slacks;lada;reciprocal_average;140;1.6133
class3\4d_class3_1000_01.csv;FFD_sum;elem;nincs;539;0.3585
class3\4d_class3_1000_01.csv;FFD_prod;elem;nincs;539;0.3528
class3\4d_class3_1000_01.csv;FFD_avg;elem;nincs;539;0.3806
class3\4d_class3_1000_01.csv;FFD_sum;lada;nincs;539;0.38
